id,name,region,subregion_or_pdo_pgi,cultivars,harvest_year,category,color,fruitiness_intensity,bitterness_intensity,pungency_intensity,aroma_notes,taste_notes,defects,processing,filtration,acidity_pct,awards,description
INT-000789,Phthiotis Vale • Puglia,Puglia,Tuscany,Arbosana,2023.976253217653,EVOO,golden,5.0816176630805066,2.8,2.75,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.37298353198521766,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000741,Sitia Sunrise • Hawke's Bay,Hawke's Bay,Wairarapa,Coratina,2023.9858893474438,EVOO,bright green,7.396043618114973,6.59109546279231,6.561057072877828,green tomato;artichoke;nettle,firm bitterness;spicy tail,none,"three-phase, inert gas",filtered,0.20078913044012883,—,High‑energy Sitia EVOO with classic Cretan grassiness; for soups and grilled octopus.
INT-000723,Arcadian Orchard • Colchagua,Colchagua,O'Higgins,Frantoio,2024.069860877985,EVOO,golden,5.9318331766798105,4.071666364854992,3.0944452990996942,ripe pear;chamomile;almond,buttery;gentle bitterness,none,cold extraction,filtered,0.3947549777933208,—,Approachable blend suited for everyday cooking and baking.
INT-000620,Mytilene Estate • Balıkesir,Balıkesir,Aydın,Frantoio,2023.9517682178266,EVOO,golden-green,5.8283321011573985,3.5657296173920106,4.267172037310751,ripe tomato;oregano;dried fig,rounded;pleasant;light pepper,none,"two-phase, cold",filtered,0.4282944996841006,—,Classically soft Kolovi suitable for mild salads.
INT-000686,Messinian Classic • Alentejo,Alentejo,Trás-os-Montes,Picholine,2023.9361220512044,EVOO,green-gold,7.65133669901774,5.8462278543450354,8.19173417725312,artichoke;arugula;green almond,assertive;peppery;structured,none,cold-extracted,filtered,0.2290205382869412,—,Quintessential Messinian Koroneiki; assertive but balanced; for red sauces and grills.
INT-000646,Cretan Ridge • Maule,Maule,Colchagua,Mission,2023.999575305519,EVOO,vibrant green,8.511184957710594,6.771700218479557,6.575116188408272,rocket;artichoke;green almond;oregano,robust;spicy;lingering pepper,none,"three-phase mill, nitrogen blanket",filtered,0.20429937410839777,NYIOOC 2024 Gold (fictional),Powerful Cretan profile with high fruitiness and pungency; stands up to roasted meats.
INT-000679,Peloponnesian Grove • Aydın,Aydın,Aydın,Arbequina,2024.038819567356,EVOO,deep green-gold,8.537947135691576,5.676573765010044,7.3283184783165956,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.25455381058829035,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
INT-000557,Tsounati Mountain • Galilee,Galilee,Judean Hills,Mission,2024.041028992731,EVOO,deep green,8.037865573227597,6.702791951136674,8.25,wild greens;artichoke;oregano,bold bitterness;strong pepper,none,"cold extraction, two-phase",unfiltered,0.2460518457443625,—,Mountain Tsounati with intense pepper and wild herb character.
INT-000578,Corfiot Lianolia • Alentejo,Alentejo,Ribatejo,Koroneiki,2024.0197994928237,EVOO,green-gold,6.85861298519704,4.73873207872749,4.370099304117397,green walnut;wild fennel;apple skin,silky;fresh;medium pepper,none,cold-extracted,filtered,0.3588295479751791,—,Elegant Corfiot oil with herbal lift; shines on steamed vegetables and fish.
INT-000086,Lesvos Hills • Ribatejo,Ribatejo,Ribatejo,Picholine,2023.960685753192,EVOO,golden,6.530207805066937,4.1936937742645775,2.7719237137682717,ripe tomato;dried herbs;almond,soft;rounded;subtle heat,none,"two-phase, cold",filtered,0.3637229174278186,—,Gentle island blend with ripe fruit notes; friendly for desserts and light sautés.
INT-000243,Peloponnesian Grove • Irbid,Irbid,Ajloun,Hojiblanca,2023.9732456920874,EVOO,deep green-gold,7.158722220255228,5.692828971470316,6.686922117346771,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.27829593832218513,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
INT-000160,Mytilene Estate • South Australia,South Australia,New South Wales,Arbequina,2024.032214307606,EVOO,golden-green,6.511312133073658,3.737078157163202,4.49615052719156,ripe tomato;oregano;dried fig,rounded;pleasant;light pepper,none,"two-phase, cold",filtered,0.3691466018852351,—,Classically soft Kolovi suitable for mild salads.
INT-000525,Saronic Shores • Kairouan,Kairouan,Sousse,Arbosana,2023.9887862548067,EVOO,golden-green,5.917782981511931,4.187897916230521,5.283091646536497,ripe apple;herbs;almond,smooth;gentle bitterness,none,cold extraction,filtered,0.3549744714515828,—,"Attica blend, approachable and smooth for everyday use."
INT-000036,Sitia Sunrise • Alentejo,Alentejo,Ribatejo,Leccino,2023.9941304272586,EVOO,bright green,7.808144250807722,5.757592708458972,7.499430971367721,green tomato;artichoke;nettle,firm bitterness;spicy tail,none,"three-phase, inert gas",filtered,0.1875,—,High‑energy Sitia EVOO with classic Cretan grassiness; for soups and grilled octopus.
INT-000541,Phthiotis Vale • Languedoc,Languedoc,Languedoc,Leccino,2023.9749297198246,EVOO,golden,5.474839064000502,2.8,3.2561091702801335,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.3855848423740056,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000171,Olympia Fields • South Australia,South Australia,Victoria,Leccino,2024.022912728869,EVOO,green-gold,7.085926533619358,5.43996486744176,7.338501605623579,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.28105043516452327,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000655,Sitia Sunrise • Puglia,Puglia,Sicily,Arbosana,2023.9702748002862,EVOO,bright green,7.758760446687201,6.275103800155754,6.9888412429909215,green tomato;artichoke;nettle,firm bitterness;spicy tail,none,"three-phase, inert gas",filtered,0.19366999722392242,—,High‑energy Sitia EVOO with classic Cretan grassiness; for soups and grilled octopus.
INT-000688,Kefalonian Bay • South Australia,South Australia,New South Wales,Arbosana,2024.0238182384346,EVOO,golden-green,6.536900668789722,2.963252454158221,4.9428699510352665,ripe apple;oregano;almond,round;mildly peppery,none,cold extraction,filtered,0.41880625806579,—,Island blend leaning ripe and round; table‑friendly and forgiving.
INT-000680,Tsounati Mountain • Hawke's Bay,Hawke's Bay,Hawke's Bay,Chetoui,2023.9399508115619,EVOO,deep green,7.811620889681972,6.305805156369954,8.25,wild greens;artichoke;oregano,bold bitterness;strong pepper,none,"cold extraction, two-phase",unfiltered,0.22164286592719026,—,Mountain Tsounati with intense pepper and wild herb character.
INT-000753,Zakynthos Grove • Wairarapa,Wairarapa,Wairarapa,Arbosana,2024.014391033506,EVOO,green,6.779584675225082,5.312060888497874,6.044280971316398,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.39396576303178976,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000096,Arcadian Orchard • O'Higgins,O'Higgins,Colchagua,Mission,2024.0528641296655,EVOO,golden,6.095800432410097,4.026778733023707,3.857413147630633,ripe pear;chamomile;almond,buttery;gentle bitterness,none,cold extraction,filtered,0.39731167320711275,—,Approachable blend suited for everyday cooking and baking.
INT-000564,Kefalonian Bay • La Rioja,La Rioja,Mendoza,Chemlali,2023.9426097787548,EVOO,golden-green,6.10516794153508,4.367026246274309,5.862118050640591,ripe apple;oregano;almond,round;mildly peppery,none,cold extraction,filtered,0.35304713845278796,—,Island blend leaning ripe and round; table‑friendly and forgiving.
INT-000241,Sitia Sunrise • Ajloun,Ajloun,Irbid,Arbequina,2023.928349906283,EVOO,bright green,7.794430363730912,6.69922455261858,6.528660506818084,green tomato;artichoke;nettle,firm bitterness;spicy tail,none,"three-phase, inert gas",filtered,0.22796807566119917,—,High‑energy Sitia EVOO with classic Cretan grassiness; for soups and grilled octopus.
INT-000575,Laconian Peaks • Zgharta,Zgharta,Zgharta,Barnea,2023.9912656673766,EVOO,bright green,7.187775618295216,4.893330171114691,6.343332099319579,green banana;wild herbs;chicory,gentle bitterness;clean;long aftertaste,none,"two-phase mill, cold",unfiltered,0.294777410132434,—,"Athinolia brings elegance and floral notes, softened by Koroneiki; versatile everyday oil."
INT-000461,Argolic Breeze • Galilee,Galilee,Galilee,Chetoui,2024.027784433266,EVOO,golden-green,6.369080571364221,2.8,3.9986985184202872,ripe apple;pear;chamomile,mild;buttery;light pepper,none,cold-extracted <27°C,filtered,0.34074840573993265,—,Classic Manaki with mild bitterness and delicate aromas; great for baking and white cheeses.
INT-000554,Thassos Throumpa • Ajloun,Ajloun,Ajloun,Arbosana,2024.0400147991004,EVOO,golden,4.8,2.8,3.2934837949335782,ripe olive;dried almond;hay,mellow;sweet entry;light pepper,none,cold extraction,unfiltered,0.4333209560908953,—,Soft island profile with ripe notes; ideal for pastries and mellow dishes.
INT-000705,Sitia Sunrise • Sonoma,Sonoma,San Joaquin,Picual,2023.8856039433854,EVOO,bright green,7.611958411078637,6.321348544535285,7.831316563199664,green tomato;artichoke;nettle,firm bitterness;spicy tail,none,"three-phase, inert gas",filtered,0.1875,—,High‑energy Sitia EVOO with classic Cretan grassiness; for soups and grilled octopus.
INT-000207,Peloponnesian Grove • Zgharta,Zgharta,Koura,Koroneiki,2023.9556033924407,EVOO,deep green-gold,8.045259972647985,5.32013233074608,7.9671252252827385,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.2635738790351924,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
INT-000393,Sitia Sunrise • Languedoc,Languedoc,Languedoc,Coratina,2023.9712203798304,EVOO,bright green,7.992400403507483,5.57155433626651,6.674556089507039,green tomato;artichoke;nettle,firm bitterness;spicy tail,none,"three-phase, inert gas",filtered,0.19870882677774776,—,High‑energy Sitia EVOO with classic Cretan grassiness; for soups and grilled octopus.
INT-000398,Nestos Riverbank • Fès-Meknès,Fès-Meknès,Marrakech-Safi,Taggiasca,2023.983468383147,EVOO,green,6.809177306141425,4.686248336873952,6.965150922059112,green tomato;rocket;peppercorn,firm;spicy;clean finish,none,"cold, inert gas",filtered,0.2468570061104788,—,Thracian blend with zesty tomato‑leaf and spicy finish.
INT-000681,Cretan Ridge • La Rioja,La Rioja,Catamarca,Chetoui,2024.0367507785172,EVOO,vibrant green,8.60055552497956,7.2,6.8655937891375824,rocket;artichoke;green almond;oregano,robust;spicy;lingering pepper,none,"three-phase mill, nitrogen blanket",filtered,0.21613755540066767,NYIOOC 2024 Gold (fictional),Powerful Cretan profile with high fruitiness and pungency; stands up to roasted meats.
INT-000218,Zakynthos Grove • Napa,Napa,San Joaquin,Koroneiki,2024.021938203444,EVOO,green,7.644884711930224,4.859861936666577,6.930766325806628,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.3112537676051351,—,Lively island Koroneiki with green banana and clean peppery lift.
5,Makri Heritage,Thrace,Makri (PGI),Makri,2024.0,EVOO,emerald green,8.0,5.0,7.0,tomato leaf;green pepper;fresh herbs,crisply bitter;vivid pepper,none,"cold extraction, decanter",unfiltered,0.28,—,"Distinct Makri cultivar, tomato‑leaf aromas and vibrant pepper; superb for bruschetta."
INT-000643,Messinian Classic • Wairarapa,Wairarapa,Hawke's Bay,Chetoui,2024.0215797871233,EVOO,green-gold,7.7107746827316195,5.867630526389926,7.45735013403165,artichoke;arugula;green almond,assertive;peppery;structured,none,cold-extracted,filtered,0.2412240644818167,—,Quintessential Messinian Koroneiki; assertive but balanced; for red sauces and grills.
INT-000717,Lesvos Hills • South Australia,South Australia,South Australia,Barnea,2024.0505390019362,EVOO,golden,5.615094936645218,4.451699933608586,3.0210484621751195,ripe tomato;dried herbs;almond,soft;rounded;subtle heat,none,"two-phase, cold",filtered,0.4478765121398531,—,Gentle island blend with ripe fruit notes; friendly for desserts and light sautés.
INT-000613,Messinian Classic • Beira Interior,Beira Interior,Beira Interior,Chemlali,2024.007614216737,EVOO,green-gold,7.411241492008971,6.414062122857938,6.837778805514142,artichoke;arugula;green almond,assertive;peppery;structured,none,cold-extracted,filtered,0.2384426555511962,—,Quintessential Messinian Koroneiki; assertive but balanced; for red sauces and grills.
INT-000547,Chalkidiki Grove • Provence,Provence,Languedoc,Manzanilla,2023.9776168228418,EVOO,green,7.0430082806087375,4.806899146109389,6.396201088956154,fresh grass;green apple;thyme,balanced;crisp;clean finish,none,"two-phase, cold",filtered,0.3568969903235463,—,Northern Greek blend with bright aromatics and tidy finish; great with greens pies.
INT-000099,Sitia Sunrise • Irbid,Irbid,Ajloun,Barnea,2023.932045977988,EVOO,bright green,8.316641411577491,6.05752126417729,6.44661416571824,green tomato;artichoke;nettle,firm bitterness;spicy tail,none,"three-phase, inert gas",filtered,0.217195603174799,—,High‑energy Sitia EVOO with classic Cretan grassiness; for soups and grilled octopus.
INT-000574,Cretan Ridge • Victoria,Victoria,South Australia,Leccino,2024.0758517817746,EVOO,vibrant green,9.2,6.386292217724073,8.022019873571102,rocket;artichoke;green almond;oregano,robust;spicy;lingering pepper,none,"three-phase mill, nitrogen blanket",filtered,0.23380148039068763,NYIOOC 2024 Gold (fictional),Powerful Cretan profile with high fruitiness and pungency; stands up to roasted meats.
INT-000407,Makri Heritage • Judean Hills,Judean Hills,Judean Hills,Arbequina,2024.0363053845463,EVOO,emerald green,8.616719017046256,4.828152028849579,6.944877113305629,tomato leaf;green pepper;fresh herbs,crisply bitter;vivid pepper,none,"cold extraction, decanter",unfiltered,0.2884182898482522,—,"Distinct Makri cultivar, tomato‑leaf aromas and vibrant pepper; superb for bruschetta."
INT-000503,Thassos Throumpa • Sousse,Sousse,Kairouan,Cornicabra,2024.0378654581518,EVOO,golden,5.106319604466765,3.435054441193232,3.3739252727212605,ripe olive;dried almond;hay,mellow;sweet entry;light pepper,none,cold extraction,unfiltered,0.4625,—,Soft island profile with ripe notes; ideal for pastries and mellow dishes.
INT-000048,Olympia Fields • Judean Hills,Judean Hills,Galilee,Frantoio,2023.9882061925737,EVOO,green-gold,7.821726224905616,5.379879394508428,6.479032353236401,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.28733443937045217,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000033,Thassos Throumpa • Extremadura,Extremadura,Extremadura,Hojiblanca,2024.035732083901,EVOO,golden,5.075255400082421,3.5710916358589144,3.313574524694639,ripe olive;dried almond;hay,mellow;sweet entry;light pepper,none,cold extraction,unfiltered,0.4625,—,Soft island profile with ripe notes; ideal for pastries and mellow dishes.
INT-000201,Chalkidiki Grove • Maule,Maule,Maule,Koroneiki,2023.9564995265737,EVOO,green,7.271422832162535,5.003429441230949,5.212473236991379,fresh grass;green apple;thyme,balanced;crisp;clean finish,none,"two-phase, cold",filtered,0.29469398200635527,—,Northern Greek blend with bright aromatics and tidy finish; great with greens pies.
INT-000135,Tsounati Mountain • Corsica,Corsica,Provence,Barnea,2023.9926310987541,EVOO,deep green,8.602633385755386,6.221617573090144,7.441651466365032,wild greens;artichoke;oregano,bold bitterness;strong pepper,none,"cold extraction, two-phase",unfiltered,0.25738962803888243,—,Mountain Tsounati with intense pepper and wild herb character.
INT-000028,Argolic Breeze • Sonoma,Sonoma,Sonoma,Chetoui,2023.9397417334312,EVOO,golden-green,6.137972770182796,2.8,4.301925086671534,ripe apple;pear;chamomile,mild;buttery;light pepper,none,cold-extracted <27°C,filtered,0.35352374439223616,—,Classic Manaki with mild bitterness and delicate aromas; great for baking and white cheeses.
INT-000707,Nestos Riverbank • O'Higgins,O'Higgins,O'Higgins,Arbosana,2023.9577580103103,EVOO,green,7.100802811299231,4.835723979484434,7.0796572855708195,green tomato;rocket;peppercorn,firm;spicy;clean finish,none,"cold, inert gas",filtered,0.255053462545491,—,Thracian blend with zesty tomato‑leaf and spicy finish.
INT-000231,Cretan Ridge • Languedoc,Languedoc,Languedoc,Picholine,2023.9123314510928,EVOO,vibrant green,8.67297303362236,7.2,7.829629496769962,rocket;artichoke;green almond;oregano,robust;spicy;lingering pepper,none,"three-phase mill, nitrogen blanket",filtered,0.21725825451451522,NYIOOC 2024 Gold (fictional),Powerful Cretan profile with high fruitiness and pungency; stands up to roasted meats.
INT-000490,Phthiotis Vale • Akkar,Akkar,Zgharta,Taggiasca,2023.9801454738847,EVOO,golden,5.386523285612078,3.0087092582805313,3.426747789792139,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.38402632643852996,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000379,Laconian Peaks • San Joaquin,San Joaquin,Sacramento Valley,Manzanilla,2024.0889734621562,EVOO,bright green,6.8433220916326,5.339370820760394,6.9587393700691615,green banana;wild herbs;chicory,gentle bitterness;clean;long aftertaste,none,"two-phase mill, cold",unfiltered,0.268290349512302,—,"Athinolia brings elegance and floral notes, softened by Koroneiki; versatile everyday oil."
INT-000289,Tsounati Mountain • Sicily,Sicily,Sicily,Barnea,2024.023242147499,EVOO,deep green,8.082383921560009,5.461222619976754,7.8817749839212325,wild greens;artichoke;oregano,bold bitterness;strong pepper,none,"cold extraction, two-phase",unfiltered,0.1941566297847334,—,Mountain Tsounati with intense pepper and wild herb character.
INT-000419,Zakynthos Grove • Puglia,Puglia,Liguria,Picual,2023.974709922695,EVOO,green,6.848034599771235,5.2565091817672815,6.0629168613193025,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.3228141251432161,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000675,Chalkidiki Grove • Sousse,Sousse,Kairouan,Chetoui,2024.024728129163,EVOO,green,7.108024717098619,4.29661736217065,6.298048878228503,fresh grass;green apple;thyme,balanced;crisp;clean finish,none,"two-phase, cold",filtered,0.4135516349898687,—,Northern Greek blend with bright aromatics and tidy finish; great with greens pies.
INT-000392,Olympia Fields • Castilla-La Mancha,Castilla-La Mancha,Catalonia,Arbosana,2024.0261739422372,EVOO,green-gold,7.208063951001328,5.423591199025176,6.863721566481742,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.26030146619716393,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000593,Thassos Throumpa • O'Higgins,O'Higgins,O'Higgins,Cornicabra,2023.9657565570346,EVOO,golden,5.249169017045648,3.464045298135445,2.75,ripe olive;dried almond;hay,mellow;sweet entry;light pepper,none,cold extraction,unfiltered,0.43972222610075334,—,Soft island profile with ripe notes; ideal for pastries and mellow dishes.
INT-000499,Peloponnesian Grove • Castilla-La Mancha,Castilla-La Mancha,Extremadura,Coratina,2024.0261368085814,EVOO,deep green-gold,8.377856696499142,5.600805797599117,6.686123877137541,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.20909355436228955,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
INT-000139,Argolic Breeze • Colchagua,Colchagua,Colchagua,Coratina,2023.9951301754818,EVOO,golden-green,6.097629542046865,2.8918118130643764,3.127332407361094,ripe apple;pear;chamomile,mild;buttery;light pepper,none,cold-extracted <27°C,filtered,0.35358809719230744,—,Classic Manaki with mild bitterness and delicate aromas; great for baking and white cheeses.
INT-000063,Mytilene Estate • Judean Hills,Judean Hills,Judean Hills,Taggiasca,2023.9737611904566,EVOO,golden-green,5.411006790241591,3.366688025905741,4.116612427184498,ripe tomato;oregano;dried fig,rounded;pleasant;light pepper,none,"two-phase, cold",filtered,0.3487554962578884,—,Classically soft Kolovi suitable for mild salads.
INT-000472,Chalkidiki Grove • Aydın,Aydın,Balıkesir,Cornicabra,2023.9400261043743,EVOO,green,6.752937432496948,4.926611651246563,7.921393011755858,fresh grass;green apple;thyme,balanced;crisp;clean finish,none,"two-phase, cold",filtered,0.354569375247471,—,Northern Greek blend with bright aromatics and tidy finish; great with greens pies.
INT-000648,Argolic Breeze • Galilee,Galilee,Judean Hills,Mission,2023.966540006979,EVOO,golden-green,6.358113088647216,2.9091712750073184,4.336279496555009,ripe apple;pear;chamomile,mild;buttery;light pepper,none,cold-extracted <27°C,filtered,0.33153625138773174,—,Classic Manaki with mild bitterness and delicate aromas; great for baking and white cheeses.
INT-000129,Olympia Fields • Colchagua,Colchagua,O'Higgins,Frantoio,2023.9711007923447,EVOO,green-gold,7.222997984826311,4.960476723113341,7.092365268856797,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.31305680869844676,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000779,Lesvos Hills • Catamarca,Catamarca,La Rioja,Taggiasca,2024.0178597012766,EVOO,golden,6.024995846862669,3.5886549381417265,4.219391677444595,ripe tomato;dried herbs;almond,soft;rounded;subtle heat,none,"two-phase, cold",filtered,0.3769233710370496,—,Gentle island blend with ripe fruit notes; friendly for desserts and light sautés.
INT-000521,Nestos Riverbank • İzmir,İzmir,İzmir,Arbosana,2024.0026374296194,EVOO,green,7.18839230662051,5.825633957645631,7.658487993342825,green tomato;rocket;peppercorn,firm;spicy;clean finish,none,"cold, inert gas",filtered,0.26685415405367835,—,Thracian blend with zesty tomato‑leaf and spicy finish.
INT-000065,Nestos Riverbank • Catamarca,Catamarca,Mendoza,Chemlali,2023.9981495036498,EVOO,green,6.710030163848557,4.897983013881677,7.691754706569946,green tomato;rocket;peppercorn,firm;spicy;clean finish,none,"cold, inert gas",filtered,0.21612664619744032,—,Thracian blend with zesty tomato‑leaf and spicy finish.
15,Tsounati Mountain,Crete,Rethymno,Tsounati,2024.0,EVOO,deep green,8.0,6.0,8.0,wild greens;artichoke;oregano,bold bitterness;strong pepper,none,"cold extraction, two-phase",unfiltered,0.24,—,Mountain Tsounati with intense pepper and wild herb character.
INT-000157,Peloponnesian Grove • New South Wales,New South Wales,Victoria,Manzanilla,2023.9113164396344,EVOO,deep green-gold,7.5204542509772825,5.638330959104028,6.46333176094138,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.23477498442238628,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
INT-000041,Arcadian Orchard • O'Higgins,O'Higgins,Maule,Arbequina,2024.0404558979465,EVOO,golden,5.801422222478862,3.9444187826152066,3.2618309648810793,ripe pear;chamomile;almond,buttery;gentle bitterness,none,cold extraction,filtered,0.4059650897414697,—,Approachable blend suited for everyday cooking and baking.
INT-000493,Messinian Classic • Fès-Meknès,Fès-Meknès,Marrakech-Safi,Leccino,2023.9808778721026,EVOO,green-gold,6.961578276245827,6.235282535769104,6.681852846879906,artichoke;arugula;green almond,assertive;peppery;structured,none,cold-extracted,filtered,0.2608332971860331,—,Quintessential Messinian Koroneiki; assertive but balanced; for red sauces and grills.
INT-000380,Sitia Sunrise • La Rioja,La Rioja,Mendoza,Picholine,2024.0143924731394,EVOO,bright green,8.381989741585992,6.046442627421832,7.474928477284709,green tomato;artichoke;nettle,firm bitterness;spicy tail,none,"three-phase, inert gas",filtered,0.19458598107614436,—,High‑energy Sitia EVOO with classic Cretan grassiness; for soups and grilled octopus.
INT-000188,Chalkidiki Grove • Taza,Taza,Fès-Meknès,Chemlali,2024.0516016644017,EVOO,green,7.127671183819857,4.821951243818039,5.70629343778276,fresh grass;green apple;thyme,balanced;crisp;clean finish,none,"two-phase, cold",filtered,0.34412367922955733,—,Northern Greek blend with bright aromatics and tidy finish; great with greens pies.
INT-000217,Makri Heritage • Sfax,Sfax,Sousse,Chemlali,2024.0687201102098,EVOO,emerald green,7.728480797452686,5.513441783274297,5.956252454651885,tomato leaf;green pepper;fresh herbs,crisply bitter;vivid pepper,none,"cold extraction, decanter",unfiltered,0.31082757264341354,—,"Distinct Makri cultivar, tomato‑leaf aromas and vibrant pepper; superb for bruschetta."
INT-000053,Peloponnesian Grove • Hawke's Bay,Hawke's Bay,Wairarapa,Picual,2024.0203817591164,EVOO,deep green-gold,8.627295774815765,5.532449373554381,7.423066089645666,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.2318747750185233,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
INT-000338,Argolic Breeze • Sousse,Sousse,Kairouan,Hojiblanca,2023.9697688390886,EVOO,golden-green,5.314564992945709,3.018924251632812,4.2556062490831374,ripe apple;pear;chamomile,mild;buttery;light pepper,none,cold-extracted <27°C,filtered,0.3607923515647559,—,Classic Manaki with mild bitterness and delicate aromas; great for baking and white cheeses.
INT-000296,Phthiotis Vale • La Rioja,La Rioja,Catamarca,Chemlali,2023.9426666274135,EVOO,golden,5.283205750020059,2.8,3.743770301350002,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.3998394661591959,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000702,Corfiot Lianolia • Catamarca,Catamarca,Mendoza,Taggiasca,2023.9218130576114,EVOO,green-gold,7.761704703235488,3.5610742100400916,4.909686121686989,green walnut;wild fennel;apple skin,silky;fresh;medium pepper,none,cold-extracted,filtered,0.29079255180606406,—,Elegant Corfiot oil with herbal lift; shines on steamed vegetables and fish.
INT-000252,Olympia Fields • Colchagua,Colchagua,O'Higgins,Picual,2024.0288642244107,EVOO,green-gold,6.720378954726014,5.407281543801831,5.387745112015471,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.2749130065114975,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000462,Lesvos Hills • Languedoc,Languedoc,Languedoc,Taggiasca,2023.999435694557,EVOO,golden,5.907268330968966,4.097696547895904,3.7476024681302187,ripe tomato;dried herbs;almond,soft;rounded;subtle heat,none,"two-phase, cold",filtered,0.4197709817972227,—,Gentle island blend with ripe fruit notes; friendly for desserts and light sautés.
INT-000456,Argolic Breeze • Puglia,Puglia,Liguria,Picholine,2024.0849151789328,EVOO,golden-green,6.121223615254908,3.43943717641759,3.300598625287191,ripe apple;pear;chamomile,mild;buttery;light pepper,none,cold-extracted <27°C,filtered,0.3791846027734308,—,Classic Manaki with mild bitterness and delicate aromas; great for baking and white cheeses.
INT-000798,Peloponnesian Grove • Zgharta,Zgharta,Zgharta,Coratina,2024.0796152546789,EVOO,deep green-gold,7.816716180010594,6.2019079354909135,6.455592132433183,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.23018670857877752,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
INT-000270,Kefalonian Bay • Akkar,Akkar,Zgharta,Chemlali,2024.1106768763711,EVOO,golden-green,5.5849074979686355,3.5187488051668057,4.89821093418853,ripe apple;oregano;almond,round;mildly peppery,none,cold extraction,filtered,0.34704659697790996,—,Island blend leaning ripe and round; table‑friendly and forgiving.
INT-000202,Nestos Riverbank • Galilee,Galilee,Galilee,Mission,2023.9260192714873,EVOO,green,7.108250346624441,5.505367060799446,6.288227328391547,green tomato;rocket;peppercorn,firm;spicy;clean finish,none,"cold, inert gas",filtered,0.22028914273627923,—,Thracian blend with zesty tomato‑leaf and spicy finish.
INT-000162,Zakynthos Grove • Ajloun,Ajloun,Irbid,Leccino,2024.029992259027,EVOO,green,7.028146806471639,4.801474099042501,5.8994429421289665,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.31451446670719,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000556,Thassos Throumpa • Kairouan,Kairouan,Sfax,Arbosana,2023.9502025006263,EVOO,golden,5.75970421729209,2.96884206116883,4.039533706751143,ripe olive;dried almond;hay,mellow;sweet entry;light pepper,none,cold extraction,unfiltered,0.43261356038264503,—,Soft island profile with ripe notes; ideal for pastries and mellow dishes.
